OTU.ID	LP_ICE_21_Core1_0.10_cDNA	LP_ICE_21_Core1_0.10_DNA	LP_ICE_21_Core1_10.20_cDNA	LP_ICE_21_Core1_10.20_DNA	LP_ICE_21_Core1_20.30_cDNA	LP_ICE_21_Core1_20.30_DNA	LP_ICE_21_Core1_30.40_cDNA	LP_ICE_21_Core1_30.40_DNA	LP_ICE_21_Core1_40.50_cDNA	LP_ICE_21_Core1_40.50_DNA	LP_ICE_21_Core1_50.60_cDNA	LP_ICE_21_Core1_50.60_DNA	LP_ICE_21_Core1_60.70_cDNA	LP_ICE_21_Core1_60.70_DNA	LP_ICE_21_Core1_70.80_cDNA	LP_ICE_21_Core1_70.80_DNA	LP_ICE_21_Core1_80.90_cDNA	LP_ICE_21_Core1_80.90_DNA	LP_ICE_21_Core1_90.100_cDNA	LP_ICE_21_Core1_90.100_DNA	LP_ICE_21_Core2_0.10_cDNA	LP_ICE_21_Core2_0.10_DNA	LP_ICE_21_Core2_10.20_cDNA	LP_ICE_21_Core2_10.20_DNA	LP_ICE_21_Core2_100.110_cDNA	LP_ICE_21_Core2_100.110_DNA	LP_ICE_21_Core2_20.30_cDNA	LP_ICE_21_Core2_20.30_DNA	LP_ICE_21_Core2_30.40_cDNA	LP_ICE_21_Core2_30.40_DNA	LP_ICE_21_Core2_40.50_cDNA	LP_ICE_21_Core2_40.50_DNA	LP_ICE_21_Core2_50.60_cDNA	LP_ICE_21_Core2_50.60_DNA	LP_ICE_21_Core2_60.70_cDNA	LP_ICE_21_Core2_60.70_DNA	LP_ICE_21_Core2_70.80_cDNA	LP_ICE_21_Core2_70.80_DNA	LP_ICE_21_Core2_80.90_cDNA	LP_ICE_21_Core2_80.90_DNA	LP_ICE_21_Core2_90.100_cDNA	LP_ICE_21_Core2_90.100_DNA	LP_ICE_21_Core3_0.10_cDNA	LP_ICE_21_Core3_0.10_DNA	LP_ICE_21_Core3_10.20_cDNA	LP_ICE_21_Core3_10.20_DNA	LP_ICE_21_Core3_20.30_cDNA	LP_ICE_21_Core3_20.30_DNA	LP_ICE_21_Core3_30.40_cDNA	LP_ICE_21_Core3_30.40_DNA	LP_ICE_21_Core3_40.50_cDNA	LP_ICE_21_Core3_40.50_DNA	LP_ICE_21_Core3_50.60_cDNA	LP_ICE_21_Core3_50.60_DNA	LP_ICE_21_Core3_60.70_cDNA	LP_ICE_21_Core3_60.70_DNA	LP_ICE_21_Core3_70.80_cDNA	LP_ICE_21_Core3_70.80_DNA	LP_ICE_21_Core3_80.90_cDNA	LP_ICE_21_Core3_80.90_DNA	LP_ICE_21_Core3_90.100_cDNA	LP_ICE_21_Core3_90.100_DNA	LP_ICE_21_MoComE_cDNA	LP_ICE_21_MoComE_DNA	LP_ICE_21_NTC.Index_cDNA	LP_ICE_21_NTC.Index_DNA	LP_ICE_21_NTC.TS_cDNA	LP_ICE_21_NTC.TS_DNA	LP_ICE_21_Snow1_cDNA	LP_ICE_21_Snow1_DNA	LP_ICE_21_Snow2_cDNA	LP_ICE_21_Snow2_DNA	LP_ICE_21_Snow3_cDNA	LP_ICE_21_Snow3_DNA	LP_ICE_21_Snow4_cDNA	LP_ICE_21_Snow4_DNA	LP_ICE_21_Snow5_cDNA	LP_ICE_21_Snow5_DNA	LP_ICE_21_Snow6_cDNA	LP_ICE_21_Snow6_DNA	LP_ICE_21_Snow7_cDNA	LP_ICE_21_Snow7_DNA	LP_ICE_21_Water1_cDNA	LP_ICE_21_Water1_DNA	LP_ICE_21_Water2_cDNA	LP_ICE_21_Water2_DNA	LP_ICE_21_Water3_cDNA	LP_ICE_21_Water3_DNA	taxonomy
7089	21ec6ecfe4128c6d493d9f859d694a3c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	0	0	0	0	0	0	0	0	Bacteria(100); Cyanobacteria(100); Cyanobacteriia(100); Chloroplast(100); Chloroplast_fa(100); Chloroplast_ge(100)
7291	565aaeefeff143e961f6c7b49a16ef79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria(100); Cyanobacteria(100); Cyanobacteriia(100); Chloroplast(100); Chloroplast_fa(100); Chloroplast_ge(100)
7301	33f5d513e6cfdbeb77f2e4f60575eb9b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria(100); Cyanobacteria(99); Cyanobacteriia(99); Chloroplast(98); Chloroplast_fa(98); Chloroplast_ge(98)
7311	9ebe6b5870899786704a13857c61148e	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria(100); Cyanobacteria(100); Cyanobacteriia(100); Chloroplast(100); Chloroplast_fa(100); Chloroplast_ge(100)
7362	e677d259d371437090612af35f1a849d	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	0	0	0	0	0	0	Bacteria(100); Cyanobacteria(100); Cyanobacteriia(100); Chloroplast(100); Chloroplast_fa(100); Chloroplast_ge(100)
7368	d291682ca3d0f93909adbbea67b10ba4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	0	0	0	0	0	0	Bacteria(100); Cyanobacteria(100); Cyanobacteriia(100); Chloroplast(100); Chloroplast_fa(100); Chloroplast_ge(100)
7531	f14f191df00ea3892c3f1a553586c201	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria(100); Cyanobacteria(100); Cyanobacteriia(100); Chloroplast(100); Chloroplast_fa(100); Chloroplast_ge(100)
7615	9a1675434f5b02453e30bd6493070c8c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	Bacteria(100); Cyanobacteria(100); Cyanobacteriia(100); Chloroplast(100); Chloroplast_fa(100); Chloroplast_ge(100)
7635	ddbdce41d25bad8377183857084398c6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria(100); Cyanobacteria(100); Cyanobacteriia(100); Chloroplast(100); Chloroplast_fa(100); Chloroplast_ge(100)
7771	a1959b578eb4996fe1622876709424bd	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria(100); Cyanobacteria(100); Cyanobacteriia(100); Chloroplast(100); Chloroplast_fa(100); Chloroplast_ge(100)
7789	f1d6fa52598544e5c14a991ccb6b875a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria(100); Cyanobacteria(97); Cyanobacteriia(97); Chloroplast(87); Chloroplast_fa(87); Chloroplast_ge(87)
7802	c30c764ffd0f69b07b7967c6a8fe9d66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	Bacteria(100); Cyanobacteria(100); Cyanobacteriia(100); Chloroplast(100); Chloroplast_fa(100); Chloroplast_ge(100)
7808	be715aa0c4561a0c865745a301caf754	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0	0	0	0	0	0	Bacteria(100); Cyanobacteria(100); Cyanobacteriia(100); Chloroplast(100); Chloroplast_fa(100); Chloroplast_ge(100)
7833	4b2d26db824909e42ac6175153258069	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0	0	0	Bacteria(100); Cyanobacteria(98); Cyanobacteriia(98); Chloroplast(88); Chloroplast_fa(88); Chloroplast_ge(88)
7931	4e9c6681b941ba3b7f57d4fe4c01676f	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria(100); Cyanobacteria(100); Cyanobacteriia(100); Chloroplast(100); Chloroplast_fa(100); Chloroplast_ge(100)
7962	46a4640ae54be2c94427b39c3d2af3f4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	Bacteria(100); Cyanobacteria(100); Cyanobacteriia(100); Chloroplast(100); Chloroplast_fa(100); Chloroplast_ge(100)
7990	95e31398d8540b1809184b659d87c568	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	Bacteria(100); Cyanobacteria(100); Cyanobacteriia(100); Chloroplast(100); Chloroplast_fa(100); Chloroplast_ge(100)
8000	557c6866b283a34f7125ac83d990e2b4	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria(100); Cyanobacteria(100); Cyanobacteriia(100); Chloroplast(100); Chloroplast_fa(100); Chloroplast_ge(100)
8092	b500b719c69c00a60d6402d7712759fb	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria(100); Cyanobacteria(100); Cyanobacteriia(100); Chloroplast(100); Chloroplast_fa(100); Chloroplast_ge(100)
8154	9cf6a2f6962b19b0bfb306afa0ea91d9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	Bacteria(100); Cyanobacteria(100); Cyanobacteriia(100); Chloroplast(100); Chloroplast_fa(100); Chloroplast_ge(100)
8186	422f291cc3c683b6af72a910d7af388c	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria(100); Cyanobacteria(100); Cyanobacteriia(100); Chloroplast(100); Chloroplast_fa(100); Chloroplast_ge(100)
8341	d43678bfe91c0fccb9d757b48a9afc18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	Bacteria(100); Cyanobacteria(100); Cyanobacteriia(100); Chloroplast(100); Chloroplast_fa(100); Chloroplast_ge(100)
8367	4957e2b3d9437ee12f71ae5f5d9c6a1a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	Bacteria(100); Cyanobacteria(100); Cyanobacteriia(100); Chloroplast(100); Chloroplast_fa(100); Chloroplast_ge(100)
8388	f58338067a4f857f7771d0e77b2050fd	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	Bacteria(100); Cyanobacteria(100); Cyanobacteriia(100); Chloroplast(100); Chloroplast_fa(100); Chloroplast_ge(100)
8488	7b4b3d5cbbbf773cfff5e16015ea588e	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria(100); Cyanobacteria(100); Cyanobacteriia(100); Chloroplast(99); Chloroplast_fa(99); Chloroplast_ge(99)
8528	a735edcd93e9fcdce22d584b57ad9309	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	Bacteria(100); Cyanobacteria(100); Cyanobacteriia(100); Chloroplast(100); Chloroplast_fa(100); Chloroplast_ge(100)
8575	28e5240794c4113c5f9bc323e7d53ac6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	Bacteria(100); Cyanobacteria(100); Cyanobacteriia(100); Chloroplast(94); Chloroplast_fa(94); Chloroplast_ge(94)
8588	f9c9e4a88fcca79085b949cc3cda740a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	Bacteria(100); Cyanobacteria(100); Cyanobacteriia(100); Chloroplast(100); Chloroplast_fa(100); Chloroplast_ge(100)
8704	2f1815cca4408d0c2f304ee57012cde3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria(100); Cyanobacteria(100); Cyanobacteriia(100); Chloroplast(100); Chloroplast_fa(100); Chloroplast_ge(100)
8926	4ffa8eb0975761163d9019e7d8d20436	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria(100); Cyanobacteria(100); Cyanobacteriia(100); Chloroplast(96); Chloroplast_fa(96); Chloroplast_ge(96)
9161	6a53d6e584f75c04900bfb0ff06a79bb	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria(100); Cyanobacteria(100); Cyanobacteriia(100); Chloroplast(100); Chloroplast_fa(100); Chloroplast_ge(100)
9261	6c1126bec7b1870f5a3b0f1bbdf05507	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	Bacteria(100); Cyanobacteria(100); Cyanobacteriia(100); Chloroplast(100); Chloroplast_fa(100); Chloroplast_ge(100)
9271	b8a80c9ce650b2b0a69ccd8581cb633f	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	Bacteria(100); Cyanobacteria(100); Cyanobacteriia(100); Chloroplast(100); Chloroplast_fa(100); Chloroplast_ge(100)
9279	4e9c061e4ee5e042dd743ef29f37c28c	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria(100); Cyanobacteria(100); Cyanobacteriia(100); Chloroplast(100); Chloroplast_fa(100); Chloroplast_ge(100)
9401	d4964a97de1f591f7bf4066216c32d93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria(100); Cyanobacteria(100); Cyanobacteriia(100); Chloroplast(100); Chloroplast_fa(100); Chloroplast_ge(100)
9461	f6cef5ae1b323d78dcdb2de03b0b33fb	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	Bacteria(100); Cyanobacteria(100); Cyanobacteriia(100); Chloroplast(99); Chloroplast_fa(99); Chloroplast_ge(99)
9503	8dca27ce5d9a27a778928d24d2e2b963	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	Bacteria(100); Cyanobacteria(100); Cyanobacteriia(100); Chloroplast(100); Chloroplast_fa(100); Chloroplast_ge(100)
9651	81f93694d796385f13ebe454775f8c37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	Bacteria(100); Cyanobacteria(100); Cyanobacteriia(100); Chloroplast(100); Chloroplast_fa(100); Chloroplast_ge(100)
9670	d5cd3d283a60ab03fd16037f76795b51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	Bacteria(100); Cyanobacteria(100); Cyanobacteriia(100); Chloroplast(100); Chloroplast_fa(100); Chloroplast_ge(100)
9672	cfca3feef8eecf0d15817459b76c5ee7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	Bacteria(100); Cyanobacteria(100); Cyanobacteriia(100); Chloroplast(100); Chloroplast_fa(100); Chloroplast_ge(100)
9695	9a50da604d9d231303134acc7084c233	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	Bacteria(100); Cyanobacteria(100); Cyanobacteriia(100); Chloroplast(100); Chloroplast_fa(100); Chloroplast_ge(100)
9704	f9e1890e57ad0fbab56bfe6151a0cb95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	Bacteria(100); Cyanobacteria(100); Cyanobacteriia(100); Chloroplast(100); Chloroplast_fa(100); Chloroplast_ge(100)
9857	e71214eb18c5768e41e950eaeec8ad84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria(93); Cyanobacteria(88); Cyanobacteriia(88); Chloroplast(88); Chloroplast_fa(88); Chloroplast_ge(88)
9879	9c84367df753699f2e6d112cfaa059c7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria(100); Cyanobacteria(100); Cyanobacteriia(100); Chloroplast(97); Chloroplast_fa(97); Chloroplast_ge(97)
9884	96a8b92600b68ce2b930241805f09a9a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria(100); Cyanobacteria(100); Cyanobacteriia(100); Chloroplast(100); Chloroplast_fa(100); Chloroplast_ge(100)
